HOLE-ID,DIST_M,AZ_UTM,DIP
11969,0.00,335.73,-82.42
11969,74.67,335.73,-85.00
1197,0.00,186.73,0.00
11970,0.00,174.56,80.25
11970,55.16,174.56,82.50
11971,0.00,182.89,-59.92
11971,60.65,182.89,-48.00
11971,127.10,182.89,-45.00
11972,0.00,360.98,-73.08
11972,44.50,360.98,-70.00
11973,0.00,353.81,81.66
11973,51.20,353.81,82.50
11974,0.00,360.73,61.42
11974,50.90,360.73,50.50
11975,0.00,4.97,-61.00
11975,45.11,4.97,-59.00
11976,0.00,171.56,-54.00
11976,47.24,171.56,-47.00
11976,94.18,171.56,-44.00
11977,0.00,177.73,-59.83
11977,59.74,177.73,-54.00
11977,107.89,177.73,-53.50
11978,0.00,171.48,47.75
11979,0.00,188.23,38.42
1198,0.00,2.31,-90.00
11980,0.00,190.79,-29.83
11981,0.00,188.31,68.08
11982,0.00,166.81,-2.22
11983,0.00,182.23,-1.46
11984,0.00,182.31,-77.00
11984,60.96,182.31,-73.50
11984,118.87,182.31,-69.00
11985,0.00,2.31,-64.00
11985,51.81,2.31,-57.00
11985,102.10,2.31,-56.00
11986,0.00,2.31,59.70
11986,45.72,2.31,49.50
11986,97.23,2.31,44.50
11987,0.00,182.31,-70.00
11987,60.96,182.31,-69.00
11987,116.43,182.31,-66.00
11988,0.00,2.31,80.00
11988,60.96,2.31,68.50
11988,112.77,2.31,61.50
11989,0.00,179.23,-80.55
11989,57.91,179.23,-76.50
11989,117.34,179.23,-70.00
1199,0.00,2.31,90.00
11990,0.00,182.31,-85.00
11990,60.96,182.31,-83.00
11990,115.82,182.31,-83.00
11991,0.00,182.31,85.00
11991,60.96,182.31,87.00
11991,121.00,182.31,78.00
11992,0.00,2.31,90.00
11992,60.96,2.31,87.00
11992,121.92,2.31,86.00
11993,0.00,182.31,-80.00
11993,70.40,182.31,-80.00
11994,0.00,351.48,15.83
11995,0.00,351.89,50.08
11996,0.00,2.31,36.00
11996B,0.00,2.31,41.00
11997,0.00,2.31,46.00
11998,0.00,346.89,77.42
11999,0.00,344.89,58.33
12,0.00,353.31,-59.00
12,30.48,353.31,-61.00
12,54.86,353.31,-59.00
12,67.05,353.31,-59.00
12,91.44,353.31,-57.00
12,121.92,353.31,-54.00
12,152.40,353.31,-52.00
120,0.00,352.66,-5.50
120,30.48,352.31,-2.00
120,60.96,352.31,0.00
1200,0.00,182.31,0.08
12000,0.00,179.06,-73.33
12001,0.00,195.81,82.00
12002,0.00,181.06,-63.12
12002,53.34,181.06,-58.00
12002,100.58,181.06,-55.00
12003,0.00,22.71,79.65
12004,0.00,183.56,-60.95
12004,53.34,183.56,-64.00
12004,103.63,183.56,-59.00
12005,0.00,178.16,-56.60
12005,53.34,178.16,-60.50
12005,102.10,178.16,-56.00
12006,0.00,27.06,87.00
12006,115.82,27.06,86.00
12007,0.00,182.31,-56.50
12008,0.00,181.16,-25.85
12008,35.96,181.16,-23.00
12009,0.00,180.56,-75.25
12009,46.02,180.56,-67.00
12009,90.52,180.56,-64.50
1201,0.00,139.24,0.00
12010,0.00,180.91,-0.25
12011,0.00,2.31,89.25
12012,0.00,184.76,46.75
12013,0.00,184.71,0.85
12014,0.00,186.14,-38.65
12015,0.00,2.31,89.08
12016,0.00,178.06,45.33
12017,0.00,180.43,2.02
12018,0.00,181.14,-33.91
12019,0.00,2.31,87.33
1202,0.00,4.33,0.00
12020,0.00,184.71,52.41
12021,0.00,186.89,2.75
12022,0.00,187.81,-31.75
12023,0.00,2.31,89.25
12024,0.00,184.81,45.04
12025,0.00,184.39,-15.91
12026,0.00,5.63,72.80
12027,0.00,197.71,69.33
12028,0.00,185.89,0.28
12029,0.00,186.14,38.33
1203,0.00,348.81,0.00
12030,0.00,171.56,68.12
12031,0.00,173.31,31.58
12032,0.00,184.81,61.91
12033,0.00,190.22,34.58
12034,0.00,188.56,-0.75
12035,0.00,189.43,-22.83
12036,0.00,359.56,30.91
12037,0.00,359.97,42.03
12038,0.00,2.56,-61.06
12039,0.00,350.72,-40.33
1204,0.00,172.31,0.00
12040,0.00,348.64,-33.12
12041,0.00,359.71,-38.58
12041,60.96,3.06,-36.00
12041,121.92,6.41,-35.50
12041,185.92,9.93,-34.50
12041,243.84,13.12,-26.00
12041,304.80,16.47,-22.00
12041,320.04,17.31,-20.00
12042,0.00,2.97,-64.96
12042,60.96,6.53,-64.00
12042,121.92,10.08,-65.00
12042,182.88,13.64,-66.00
12042,243.84,17.20,-67.00
12042,304.80,20.75,-68.00
12042,365.76,24.31,-69.00
12043,0.00,359.06,-75.05
12043,60.96,355.87,-77.00
12043,121.92,352.69,-80.00
12043,182.88,349.50,-79.00
12043,243.84,346.31,-81.00
12043,304.80,348.25,-84.00
12043,365.76,350.19,-83.00
12043,426.72,352.13,-84.50
12043,487.68,354.07,-85.00
12043,495.30,354.31,-85.00
12044,0.00,359.06,-51.50
12044,60.96,360.30,-53.00
12044,121.92,361.54,-51.00
12044,182.88,2.78,-52.00
12044,243.84,4.02,-50.00
12044,304.80,5.26,-47.00
12044,365.76,6.50,-42.00
12044,426.72,7.74,-34.00
12044,487.68,8.98,-22.00
12044,548.64,10.22,-13.00
12044,601.98,11.31,-13.00
12045,0.00,5.06,-74.30
12045,60.96,6.24,-76.00
12045,121.92,7.42,-79.00
12045,182.88,8.60,-79.00
12045,243.84,9.78,-81.00
12045,304.80,10.96,-82.00
12045,365.76,12.14,-80.00
12045,374.29,12.31,-80.00
12046,0.00,9.43,-85.12
12046,60.96,36.33,-86.00
12046,121.92,63.24,-86.00
12046,182.88,90.14,-85.00
12046,243.84,117.05,-84.00
12046,304.80,143.95,-83.00
12046,371.85,173.55,-79.00
12046,396.24,184.31,-79.00
12046,432.81,187.63,-80.50
12046,487.68,192.62,-80.50
12046,548.64,198.16,-79.00
12046,609.60,203.69,-79.00
12046,669.95,209.18,-77.00
12046,731.52,214.77,-77.00
12046,792.48,220.31,-74.00
12046,801.31,220.31,-75.00
12047,0.00,3.81,-52.91
12047,60.96,4.74,-51.00
12047,121.92,5.67,-48.00
12047,182.88,6.60,-45.00
12047,243.84,7.52,-38.00
12047,304.80,8.45,-31.00
12047,365.76,9.38,-17.50
12047,426.72,10.31,-11.00
12048,0.00,362.31,-67.75
12048,60.96,2.81,-70.00
12048,121.92,3.31,-70.00
12048,182.88,3.81,-70.00
12048,243.84,4.31,-70.00
12048,329.18,5.01,-70.00
12048,365.76,5.31,-70.00
12048,426.72,5.81,-70.00
12048,487.68,6.31,-71.00
12048,548.64,6.81,-70.00
12049,0.00,14.72,-84.25
12049,60.96,14.72,-89.00
12049,121.92,14.72,-88.00
12049,182.88,14.72,-88.50
12049,243.84,14.72,-87.00
12049,304.80,14.72,-85.00
12049,365.76,14.72,-87.00
12049,426.72,14.72,-87.00
12049,487.68,14.72,-87.00
12049,548.64,14.72,-85.00
12049,609.60,14.72,-85.00
12049,670.56,14.72,-85.00
1205,0.00,184.23,0.00
12050,0.00,19.22,-85.83
12050,60.96,362.00,-88.00
12050,121.92,344.79,-88.00
12050,179.83,328.43,-89.00
12050,243.84,310.35,-88.00
12050,304.80,293.14,-88.00
12050,365.76,275.92,-88.00
12050,396.24,267.31,-86.00
12051,0.00,5.22,-47.50
12051,60.96,7.24,-47.00
12051,121.92,9.25,-47.00
12051,182.88,11.26,-45.00
12051,243.84,13.28,-41.00
12051,304.80,15.30,-42.00
12051,365.76,17.31,-39.00
12052,0.00,3.43,-64.97
12052,60.96,4.29,-66.00
12052,121.92,5.15,-66.00
12052,182.88,6.01,-65.00
12052,243.84,6.87,-66.00
12052,304.80,7.73,-65.00
12052,365.76,8.59,-65.00
12052,426.72,9.45,-65.00
12052,487.68,10.31,-63.00
12053,0.00,349.56,-80.40
12053,60.96,350.65,-80.00
12053,121.92,351.75,-80.50
12053,182.88,352.84,-79.00
12053,243.84,353.94,-81.00
12053,304.80,355.03,-84.00
12053,365.76,356.12,-83.00
12053,426.72,357.22,-81.50
12053,487.68,358.31,-82.50
12054,0.00,182.31,-80.00
12054,51.81,182.31,-80.50
12055,0.00,171.11,-59.40
12055,45.72,171.11,-55.00
12055,94.48,171.11,-51.00
12056,0.00,16.81,84.25
12056,53.03,16.81,80.00
12056,103.63,16.81,82.00
12057,0.00,359.71,61.46
12057,46.32,359.71,56.00
12057,87.78,359.71,57.00
12058,0.00,360.56,-79.60
12058,42.36,360.56,-81.00
12059,0.00,176.28,50.75
12059,43.28,176.28,46.00
1206,0.00,187.04,-42.60
12060,0.00,155.71,-86.16
12061,0.00,360.47,84.50
12062,0.00,355.16,77.90
12063,0.00,103.46,-69.90
12064,0.00,351.21,82.75
12065,0.00,349.16,-80.40
12066,0.00,181.06,68.03
12067,0.00,358.56,74.15
12068,0.00,358.91,-66.60
12069,0.00,357.91,74.40
12069B,0.00,359.91,82.75
1207,0.00,2.31,0.07
12070,0.00,179.71,-82.75
12071,0.00,357.73,74.38
12072,0.00,172.61,-44.59
12073,0.00,5.06,45.25
12074,0.00,148.61,88.65
12074,53.03,148.61,88.50
12074,103.93,148.61,87.00
12075,0.00,184.01,54.13
12075,36.88,184.01,54.00
12076,0.00,214.31,0.00
12077,0.00,6.54,20.66
12077,52.42,6.56,-18.50
12078,0.00,175.18,85.25
12078,52.73,175.18,84.50
12078,105.76,175.18,87.00
12079,0.00,357.32,59.57
12079,45.41,357.32,50.00
1208,0.00,182.31,0.00
1208,60.96,182.31,0.00
1208,121.92,182.31,1.00
1208,181.05,182.31,0.00
12080,0.00,4.46,-44.50
12080,35.96,4.46,-43.00
12081,0.00,5.39,-46.06
12081,53.94,5.39,-49.00
12082,0.00,4.37,18.85
12082,52.12,4.37,19.00
12083,0.00,359.64,-19.75
12083,44.80,359.64,-19.00
12084,0.00,179.11,34.83
12084,39.92,179.11,30.00
12085,0.00,180.21,-44.40
12085,57.91,180.21,-40.00
12086,0.00,186.06,-34.75
12086,58.82,186.06,-32.50
12087,0.00,8.71,-60.30
12087,44.80,8.71,-60.50
12088,0.00,160.41,18.20
12089,0.00,162.81,57.50
1209,0.00,181.79,16.75
12090,0.00,14.81,0.00
12091,0.00,3.89,25.50
12091,40.23,3.89,24.00
12092,0.00,357.46,49.30
12092,46.02,357.46,47.00
12093,0.00,169.31,88.25
12093,50.29,169.31,87.00
12094,0.00,130.06,1.15
12095,0.00,187.17,-0.25
12096,0.00,177.56,83.58
12096,35.35,177.56,85.50
12097,0.00,358.81,66.25
12097,53.94,358.81,65.00
12098,0.00,355.31,0.00
12099,0.00,2.99,-33.43
121,0.00,302.31,0.00
1210,0.00,4.31,0.00
1210,60.96,4.31,2.00
1210,121.40,4.31,3.00
12100,0.00,7.31,0.00
12101,0.00,8.19,-23.25
12101B,0.00,361.56,-67.50
12102,0.00,192.56,0.75
12103,0.00,208.81,52.25
12104,0.00,213.56,27.00
12105,0.00,189.44,-27.10
12106,0.00,180.91,-25.75
12107,0.00,192.21,-24.56
12109,0.00,362.31,87.00
12109,41.14,362.31,85.00
1211,0.00,182.41,0.00
12110,0.00,182.31,-80.00
12110,34.13,182.31,-84.00
12111,0.00,266.67,50.40
12111B,0.00,268.71,50.58
12112,0.00,85.39,-49.33
12113,0.00,264.61,49.35
12113,35.05,264.61,53.00
12114,0.00,82.27,-43.22
12115,0.00,261.39,49.98
12115,35.05,261.39,53.00
12116,0.00,82.68,-49.42
12117,0.00,2.81,73.50
12117,56.38,2.81,65.00
12117,99.66,2.81,64.00
12118,0.00,272.31,89.80
12118,59.43,272.31,88.50
12118,103.63,272.31,87.00
12119,0.00,6.37,49.06
12119,54.86,6.37,53.00
12119,103.63,6.37,48.00
1212,0.00,317.99,21.62
12120,0.00,358.81,54.58
12121,0.00,361.56,74.33
12121,60.96,361.56,65.00
12121,103.63,361.56,63.00
12122,0.00,346.64,66.25
12122,60.96,346.64,64.00
12122,97.53,346.64,64.00
12123,0.00,6.14,70.25
12123,60.96,6.14,64.00
12123,94.48,6.14,64.00
12124,0.00,58.64,89.05
12125,0.00,5.11,68.50
12125,57.91,5.11,64.00
12125,88.39,5.11,64.00
12126,0.00,20.73,-85.58
12126,68.58,20.73,-88.00
12127,0.00,360.56,65.20
12127,57.91,360.56,61.50
12128,0.00,201.31,83.97
12128,38.10,201.31,87.00
12129,0.00,185.61,-68.97
12129,53.34,185.61,-61.00
12129,101.49,185.61,-61.00
1213,0.00,183.09,-43.50
12130,0.00,2.31,63.00
12130,54.25,2.31,43.00
12131,0.00,2.31,-86.00
12131,45.72,2.31,-88.00
12131,89.30,2.31,-85.00
12132,0.00,183.21,-68.50
12132,46.63,183.21,-64.00
12133,0.00,4.64,58.04
12133,33.22,4.64,53.00
12134,0.00,186.71,62.58
12134,38.70,186.71,58.00
12135,0.00,357.81,-84.58
12135,27.73,357.81,-84.00
12136,0.00,180.97,-66.02
12136,45.72,180.97,-57.00
12136,103.63,180.97,-53.00
12137,0.00,2.31,86.00
12137,53.34,2.31,79.00
12137,99.06,2.31,71.00
12138,0.00,2.31,66.00
12138,45.72,2.31,58.00
12139,0.00,182.11,-62.66
12139,47.24,182.11,-58.00
1214,0.00,3.31,0.00
12140,0.00,179.89,-85.00
12140,50.29,179.89,-81.00
12140,85.34,179.89,-79.00
12141,0.00,6.14,-68.97
12141,42.67,6.14,-69.00
12142,0.00,189.89,87.25
12142,46.02,189.89,88.00
12143,0.00,358.71,63.77
12143,49.37,358.71,56.00
12144,0.00,6.64,-68.40
12144,49.37,6.64,-65.00
12145,0.00,2.31,90.00
12145,38.10,2.31,88.50
12146,0.00,177.74,-65.17
12146,54.86,177.74,-49.50
12146,102.10,177.74,-26.00
12147,0.00,352.81,-0.33
12148,0.00,165.64,-1.58
12149,0.00,353.46,-1.15
1215,0.00,4.31,42.00
12150,0.00,350.89,-48.10
12151,0.00,297.09,-0.52
12152,0.00,181.24,-75.18
12153,0.00,168.99,-78.48
12154,0.00,194.89,-77.25
12155,0.00,357.89,-79.66
12156,0.00,3.14,39.16
12157,0.00,183.89,-50.25
12158,0.00,5.06,-77.87
12159,0.00,4.24,68.97
12159,42.67,4.24,63.00
1216,0.00,182.31,-26.00
12160,0.00,355.78,-71.37
12160,82.60,355.78,-71.00
12161,0.00,361.68,78.75
12162,0.00,353.34,-87.85
12163,0.00,14.69,84.97
12163,28.65,14.69,87.00
12164,0.00,203.04,-85.50
12164,35.96,203.04,-85.00
12165,0.00,361.30,75.90
12165,30.17,361.31,83.00
12166,0.00,179.30,-81.60
12166,35.96,178.31,-83.00
12167,0.00,343.46,84.75
12167,28.04,343.31,87.00
12168,0.00,138.06,-83.75
12168,35.96,137.31,-84.00
1217,0.00,2.31,79.00
12170,0.00,7.81,-2.06
12171,0.00,179.33,45.30
12171,58.52,179.33,39.00
12171,61.56,179.31,44.00
12172,0.00,178.97,0.00
12172,44.50,178.31,2.00
12173,0.00,193.76,41.52
12173,59.13,193.76,24.00
12174,0.00,182.16,0.00
12174,53.94,182.16,2.00
12175,0.00,187.06,51.75
12175,50.90,187.06,45.00
12176,0.00,2.31,89.10
12176,60.96,2.31,87.00
12176,97.53,2.31,87.00
12177,0.00,361.41,71.25
12177,60.96,361.41,65.00
12177,100.58,361.41,65.00
12177,106.68,2.31,71.00
12178,0.00,202.30,88.06
12179,0.00,180.64,55.50
1218,0.00,2.31,90.00
12180,0.00,3.56,68.50
12181,0.00,83.64,57.33
12-1815-1,0.00,262.31,0.00
12-1815-1,91.44,262.31,1.50
12-1815-2,0.00,262.31,0.00
12-1815-2A,0.00,262.31,0.00
12-1815-3,0.00,2.31,0.00
12-1815-4,0.00,287.31,20.00
12-1815-5,0.00,266.31,30.00
12-1815-6,0.00,250.31,20.00
12182,0.00,26.66,82.99
12183,0.00,93.81,60.06
12184,0.00,357.06,-60.50
12184,43.89,357.06,-59.00
12185,0.00,185.56,-68.10
12185,83.82,185.56,-63.00
12186,0.00,2.31,-87.00
12186,73.45,2.31,-87.00
12187,0.00,358.81,45.08
12188,0.00,182.81,45.50
12189,0.00,173.16,-69.33
12189,46.02,173.16,-65.00
12189,91.13,173.16,-65.00
1219,0.00,2.31,-4.70
1219,60.96,2.31,-2.00
1219,121.92,2.31,2.00
1219,182.27,2.31,0.00
12190,0.00,357.06,72.80
12190,47.54,357.06,71.00
12190,94.48,357.06,69.00
12191,0.00,9.81,-79.80
12191,58.21,9.81,-83.00
12192,0.00,177.06,-71.97
12192,90.22,177.06,-59.00
12193,0.00,187.81,80.50
12193,47.54,187.81,86.00
12193,91.74,187.81,88.00
12194,0.00,361.81,-59.50
12194,45.11,361.81,-59.00
12195,0.00,5.23,-85.25
12195,53.03,5.23,-90.00
12195,106.37,5.23,-85.50
12-1950-1,0.00,179.31,40.00
12196,0.00,356.22,38.00
12196,42.97,356.22,37.00
12-1965-1,0.00,182.31,-80.00
12-1965-2,0.00,2.31,90.00
12-1965-3,0.00,202.31,-72.00
12-1965-4,0.00,152.31,-76.00
12-1965-5,0.00,252.31,-68.00
12197,0.00,2.31,-90.00
12197,46.93,2.31,-88.00
12197,91.74,2.31,-88.00
12198,0.00,187.89,79.90
12198,57.91,187.89,84.00
12-1980-1,0.00,202.31,0.00
12-1980-2,0.00,202.31,-60.00
12-1980-3,0.00,206.31,-45.00
12199,0.00,176.35,-69.75
12199,52.12,176.35,-65.00
12199,105.76,176.35,-64.00
122,0.00,358.98,0.00
1220,0.00,169.79,0.00
12200,0.00,183.89,74.04
12200,60.96,183.89,72.00
12200,97.53,183.89,72.50
12201,0.00,175.71,-73.83
12202,0.00,186.26,-87.50
12203,0.00,179.97,-66.85
12204,0.00,177.64,-84.90
12204,35.96,177.64,-83.50
12205,0.00,182.08,-63.27
12205,85.34,182.08,-57.50
12206,0.00,205.06,85.90
12206,80.46,205.06,89.00
12207,0.00,361.01,68.08
12207,81.38,361.01,63.00
12-2070-1,0.00,82.31,-15.00
12-2070-1,60.96,82.31,-15.30
12-2070-10,0.00,182.31,-75.00
12-2070-10,30.48,182.31,-60.00
12-2070-10,54.86,182.31,-60.00
12-2070-11,0.00,138.31,-69.00
12-2070-11,47.85,138.31,-69.00
12-2070-12,0.00,182.31,-69.00
12-2070-13,0.00,230.31,-61.00
12-2070-13,60.96,230.31,-60.00
12-2070-14,0.00,122.31,75.00
12-2070-2,0.00,82.31,-45.00
12-2070-2,43.28,82.31,-45.90
12-2070-3,0.00,82.31,-75.00
12-2070-3A,0.00,87.31,-75.00
12-2070-3A,30.48,87.31,-72.70
12-2070-4,0.00,87.31,-45.00
12-2070-6,0.00,87.31,-83.00
12-2070-6,30.48,87.31,-85.80
12-2070-7,0.00,267.31,-30.00
12-2070-8,0.00,182.31,-30.00
12-2070-9,0.00,182.31,-60.00
12-2070-9,30.48,182.31,-58.00
12-2070-9,60.96,182.31,-60.00
12208,0.00,12.84,-85.13
12208,73.15,12.84,-88.00
12209,0.00,175.03,-65.75
1221,0.00,170.69,-39.05
12210,0.00,177.54,84.55
12210,41.45,177.54,88.00
12211,0.00,5.64,37.16
12211,25.90,5.31,40.00
12212,0.00,182.06,37.90
12212,18.28,181.31,40.00
12213,0.00,361.56,37.07
12213,24.68,361.31,40.00
12214,0.00,186.10,36.83
12214,18.28,182.31,40.00
12215,0.00,188.88,39.07
12215,18.28,188.31,40.00
12216,0.00,10.81,40.25
12-2160-1,0.00,182.31,-45.00
12-2160-2,0.00,182.31,-70.00
12-2160-2,45.72,182.31,-85.00
12217,0.00,184.06,39.66
12-2175-1,0.00,2.31,90.00
12218,0.00,361.64,81.10
12218,41.14,361.64,78.00
12219,0.00,357.72,-87.55
12219,44.80,357.72,-88.00
1222,0.00,170.41,38.15
12220,0.00,357.23,78.85
12220,41.14,357.23,80.50
12221,0.00,210.93,-88.60
12221,45.72,210.93,-85.00
12222,0.00,6.43,75.22
12222,41.14,6.43,75.00
12-2220-1,0.00,182.31,-80.00
12223,0.00,196.34,-81.30
12223,42.67,196.34,-80.00
12224,0.00,10.93,79.77
12224,37.18,10.93,79.00
12225,0.00,201.34,-82.10
12225,36.57,201.34,-82.00
12226,0.00,12.19,77.35
12226,39.62,12.19,73.00
12227,0.00,225.98,-86.87
12227,39.62,225.98,-87.00
12228,0.00,357.91,83.12
12228,40.23,357.91,85.00
12229,0.00,211.36,-88.95
12229,60.96,211.36,-88.00
1223,0.00,178.49,-30.13
12230,0.00,361.83,76.68
12230,45.72,361.83,73.00
12230,91.44,361.83,70.00
12231,0.00,181.16,-84.87
12231,45.72,181.16,-81.00
12231,82.29,181.16,-84.00
12232,0.00,4.56,79.60
12232,54.55,4.56,79.00
12232,85.34,4.56,77.00
12233,0.00,184.51,-79.65
12233,54.86,184.51,-77.00
12233,86.86,184.51,-77.00
12234,0.00,185.67,-34.33
12-2340-1,0.00,2.31,90.00
12235,0.00,180.72,55.25
12236,0.00,184.30,54.15
12237,0.00,332.31,40.06
12238,0.00,357.74,-39.57
12238,45.72,357.74,-39.00
12238,91.44,357.74,-33.00
12239,0.00,354.41,44.00
1224,0.00,176.18,22.18
12240,0.00,180.76,79.11
12241,0.00,5.64,-59.45
12242,0.00,2.64,-30.41
12243,0.00,356.56,38.50
12-2430-1,0.00,2.31,0.00
12-2430-2,0.00,147.31,0.00
12244,0.00,362.31,60.75
12245,0.00,191.27,85.25
12246,0.00,359.46,43.25
12247,0.00,359.46,-63.99
12248,0.00,162.81,86.00
12249,0.00,359.81,-58.75
1225,0.00,3.53,-33.97
1225,41.14,3.31,-34.00
1225,83.82,3.31,-31.00
12250,0.00,357.41,-34.25
12251,0.00,185.25,-48.94
12251,48.76,185.25,-45.00
12252,0.00,2.31,79.50
12252,48.15,2.31,84.00
12253,0.00,184.64,-48.25
12254,0.00,358.46,63.58
12254,46.32,358.46,67.00
12255,0.00,180.81,42.58
12255,60.96,180.81,46.00
12256,0.00,180.27,-40.13
12256,56.38,180.27,-38.00
12-2565-1,0.00,66.31,-60.00
12-2565-1,54.86,66.31,-65.00
12-2565-2,0.00,182.31,-60.00
12-2565-2,39.62,182.31,-62.00
12-2565-3,0.00,182.31,-81.00
12-2565-4,0.00,246.31,-60.00
12-2565-5,0.00,2.31,-60.00
12257,0.00,181.81,-59.40
12257,42.06,181.81,-58.00
12258,0.00,180.81,-69.15
12258,42.67,180.81,-72.00
12259,0.00,361.20,72.58
12259,41.75,361.20,71.00
1226,0.00,337.81,-29.27
1226,45.72,337.31,-26.00
1226,90.52,337.31,-23.00
12260,0.00,178.97,-72.36
12260,43.28,178.97,-72.00
12261,0.00,359.06,69.80
12261,76.50,359.06,57.00
12262,0.00,182.11,58.13
12263,0.00,183.97,-83.75
12263,43.28,183.97,-79.00
12264,0.00,178.71,-34.40
12265,0.00,188.14,-34.91
12266,0.00,356.32,-56.58
12267,0.00,6.28,-57.33
12268,0.00,361.35,-63.23
12269,0.00,357.34,-72.25
1227,0.00,182.41,0.00
1227,60.96,182.31,0.00
1227,121.92,182.31,0.00
1227,182.88,182.31,1.00
12270,0.00,183.89,25.50
12271,0.00,180.35,53.50
12272,0.00,360.64,35.33
12273,0.00,357.06,-45.08
12274,0.00,361.56,24.41
12274,73.15,361.56,24.00
12275,0.00,360.21,-37.58
12275,53.34,360.21,-39.00
12276,0.00,359.81,19.56
12276,79.24,359.81,21.00
12277,0.00,2.88,-33.75
12277,42.67,2.88,-36.00
12278,0.00,179.88,71.25
12278,74.37,179.88,69.00
12279,0.00,182.06,-55.94
12279,51.20,182.06,-52.00
1228,0.00,3.39,-7.10
1228,76.20,3.39,1.00
1228,163.98,3.39,4.00
12280,0.00,189.81,72.95
12280,74.06,189.81,70.00
12281,0.00,188.04,-46.42
12281,53.34,188.04,-40.00
12282,0.00,183.13,47.77
12282,78.63,183.13,42.00
12283,0.00,185.64,-35.42
12283,28.65,185.64,-37.00
12284,0.00,26.74,-88.96
12284,42.67,26.74,-88.50
12285,0.00,303.37,-84.25
12287,0.00,181.97,59.75
12288,0.00,49.26,-50.00
12288,60.96,49.10,-47.00
12288,121.92,48.94,-50.00
12288,182.88,48.79,-50.00
12288,243.84,48.63,-51.00
12288,304.80,48.47,-52.00
12288,365.76,48.31,-51.00
12289,0.00,177.39,55.59
1229,0.00,359.31,0.00
12290,0.00,184.97,34.50
12291,0.00,187.34,20.00
12291,57.91,187.34,18.00
12291,106.68,187.34,15.00
12292,0.00,341.11,56.25
12293,0.00,174.81,-53.11
12293,38.10,174.81,-52.00
12294,0.00,171.97,-32.50
12295,0.00,170.41,40.86
12296,0.00,164.97,43.83
12297,0.00,158.64,26.60
12298,0.00,9.74,86.97
12298,36.57,9.74,84.00
12299,0.00,176.47,-78.40
123,0.00,2.31,-90.00
1230,0.00,350.83,79.50
12300,0.00,2.51,-23.60
12300,54.86,2.51,-17.00
12301,0.00,360.81,47.83
12301,57.91,360.81,43.00
12302,0.00,4.48,-25.27
12302,53.94,4.48,-17.00
12303,0.00,360.54,54.42
12303,79.24,360.54,39.00
12304,0.00,182.21,-29.91
12305,0.00,183.06,-50.06
12305,67.05,183.06,-39.00
12306,0.00,178.48,-24.33
12306,51.51,178.47,-23.00
12307,0.00,6.31,0.00
12308,0.00,45.06,-49.41
12308,60.96,64.43,-62.00
12308,121.92,83.81,-64.00
12308,180.13,102.31,-64.00
12309,0.00,177.56,-60.66
1231,0.00,2.31,90.00
12310,0.00,206.64,-79.50
12311,0.00,68.81,-19.25
12312,0.00,69.33,-28.86
12313,0.00,68.42,-13.85
12314,0.00,67.06,-23.75
12315,0.00,325.81,-12.66
12316,0.00,335.17,38.66
12317,0.00,13.81,51.50
12318,0.00,43.17,7.50
12318,60.96,43.17,14.00
12318,121.92,43.17,16.00
12319,0.00,335.46,7.75
12319,52.73,335.46,13.00
12319,103.63,335.46,14.50
1232,0.00,4.46,-3.42
1232,60.96,4.46,-3.00
1232,143.25,4.46,1.00
12320,0.00,185.42,-33.25
12321,0.00,174.39,30.25
12322,0.00,181.56,30.60
12323,0.00,357.98,-34.60
12324,0.00,3.39,-34.77
12324,38.70,3.39,-32.00
12325,0.00,360.29,0.00
12326,0.00,358.44,-54.50
12326,33.52,358.44,-50.00
12327,0.00,4.99,-65.27
12327,35.96,4.99,-67.00
12328,0.00,350.41,0.82
12329,0.00,12.23,-33.08
12329,68.58,12.23,-25.00
12329,135.63,12.23,-20.00
1233,0.00,182.31,0.00
1233,91.44,182.31,0.00
12330,0.00,350.97,-59.00
12331,0.00,14.24,-46.75
12332,0.00,183.81,-20.25
12333,0.00,359.21,-19.08
12334,0.00,358.97,-20.90
12334,64.61,358.97,-15.00
12335,0.00,362.06,-27.96
12335,38.70,362.06,-28.00
12336,0.00,361.81,0.00
12336,41.45,361.81,1.00
12337,0.00,12.89,64.75
12337,78.63,12.89,42.00
12338,0.00,11.34,44.45
12338,41.14,11.34,45.00
12339,0.00,13.06,-64.72
12339,46.63,13.06,-63.00
1234,0.00,181.64,0.00
1234,60.96,181.31,0.00
1234,109.42,181.31,-1.00
12340,0.00,360.56,71.25
12340,73.15,360.56,70.00
12341,0.00,8.64,64.90
12341,60.96,8.64,48.00
12341,121.92,8.64,43.00
12342,0.00,170.56,-52.75
12343,0.00,187.63,-64.02
12343,67.97,187.63,-62.00
12344,0.00,2.31,-90.00
12344,59.13,2.31,-88.00
12345,0.00,6.23,43.06
12346,0.00,7.69,-48.15
12347,0.00,103.74,69.05
12348,0.00,179.96,77.80
12348,72.84,179.96,77.00
12349,0.00,3.81,-20.15
12349,56.38,3.81,-16.00
1235,0.00,186.66,0.00
1235,60.96,186.31,-4.00
1235,102.10,186.31,-7.00
12350,0.00,362.31,-65.00
12351,0.00,353.56,65.90
12351,51.81,353.56,61.00
12352,0.00,170.64,-66.90
12352,54.86,170.64,-66.00
12352,95.09,170.64,-66.00
12353,0.00,171.41,-70.90
12353,73.15,171.41,-66.00
